Olympus Corporation's Birthday,10/12,1919
Oracle Corporation's Birthday,06/16,1977
Orange Group's Birthday,01/01,1988
Orlen's Birthday,09/07,1999
Panasonic's Birthday,03/07,1918
Paramount Global's Birthday,12/04,2019
Parrot SA's Birthday,01/18,2006
PepsiCo's Birthday,08/28,1898
Petronas's Birthday,08/17,1974
Philips's Birthday,05/15,1891
Pilot's Birthday,01/04,2002
Ping An Bank's Birthday,06/22,1995
Pioneer Corporation's Birthday,01/01,1938
Pirelli's Birthday,01/28,1872
PLDT's Birthday,11/28,1928
Procter & Gamble's Birthday,10/31,1837
Proton Holdings's Birthday,05/07,1983
QNB Group's Birthday,06/06,1964
Qualcomm's Birthday,07/01,1985
Ranpak's Birthday,10/02,1972
Rebisco's Birthday,08/15,1963
Renault's Birthday,02/25,1899
Ricoh's Birthday,02/06,1936
Rohde & Schwarz's Birthday,11/17,1933
Salesforce's Birthday,03/08,1999
Samsonite's Birthday,03/10,1910
Samsung's Birthday,03/01,1938
Samyang Foods's Birthday,09/15,1961
San Miguel Corporation's Birthday,09/29,1890
Sanofi's Birthday,02/15,1973
Sanrio's Birthday,08/10,1960
Saudi Aramco's Birthday,05/29,1933
Scholastic Corporation's Birthday,10/22,1920
Scotiabank's Birthday,03/30,1832
Seagate Technology's Birthday,11/01,1979
Sega Sammy Holdings's Birthday,10/01,2004
Sennheiser's Birthday,06/01,1945
SF Express's Birthday,03/26,1993
Shell plc's Birthday,07/20,2005
Shiseido's Birthday,09/17,1872
Shopee's Birthday,02/05,2015
Siemens's Birthday,10/01,1847
SK Group's Birthday,04/08,1953
Société Générale's Birthday,05/04,1864
SoftBank Group's Birthday,09/03,1981
Sogou's Birthday,08/09,2010
Sony's Birthday,05/07,1946
Spin Master's Birthday,03/26,1994
Square Enix's Birthday,04/01,2003
Staedtler's Birthday,10/03,1835
Standard Chartered's Birthday,12/29,1853
Starbucks's Birthday,03/30,1971
State Bank of India's Birthday,07/01,1955
Stellantis's Birthday,01/17,2021
Subway's Birthday,08/28,1965
Taco Bell's Birthday,03/21,1962
Take-Two Interactive's Birthday,09/30,1993
Tapestry, Inc's Birthday,06/01,2000
Target Corporation's Birthday,06/24,1902
Tate & Lyle's Birthday,02/27,1903
TCL Technology's Birthday,02/07,2020
TDK's Birthday,12/07,1935
TEAC Corporation's Birthday,08/29,1953
TechniSat's Birthday,06/10,1987
Telefónica's Birthday,04/19,1924
Televisa's Birthday,01/08,1973
Telstra's Birthday,07/01,1975
Tencent's Birthday,11/07,1998
Tesla, Inc's Birthday,07/01,2003
The Cartoon Network, Inc's Birthday,03/12,1992
The Coca-Cola Company's Birthday,01/29,1892
The Hershey Company's Birthday,02/08,1894
The Lego Group's Birthday,08/10,1932
The Vanguard Group's Birthday,05/01,1975
The Walt Disney Company's Birthday,10/16,1923
Thomson Reuters's Birthday,04/17,2008
TKK Fried Chicken's Birthday,07/20,1974
TNT Express's Birthday,05/26,2011
Tomy's Birthday,03/01,2006
Toshiba's Birthday,07/11,1875
TotalEnergies's Birthday,03/28,1924
Toyota's Birthday,08/28,1937
Trend Micro's Birthday,10/24,1988
TSMC's Birthday,02/21,1987
TV Azteca's Birthday,08/02,1993
Ubisoft's Birthday,03/28,1986
Unilab's Birthday,01/01,1945
United Parcel Service's Birthday,08/28,1907
Victoria's Secret's Birthday,06/12,1977
Victorinox's Birthday,01/02,1979
Viettel's Birthday,06/01,1989
Visa Inc's Birthday,09/18,1958
Viva Communications's Birthday,11/11,1981
Vivendi's Birthday,12/14,1853
Vivo's Birthday,05/22,2009
Vodafone's Birthday,07/17,1984
Volkswagen Group's Birthday,05/28,1937
Walmart's Birthday,07/02,1962
Warner Bros Discovery's Birthday,04/08,2022
Wawa's Birthday,04/16,1964
Whirlpool Corporation's Birthday,11/11,1911
Wings's Birthday,09/21,1948
Wipro's Birthday,12/29,1945
Wirecard's Birthday,01/01,1999
Xiaomi's Birthday,04/06,2010
Yamaha Corporation's Birthday,10/12,1887
Yamaha Motor Company's Birthday,07/01,1955
Yandex's Birthday,09/23,1997
Yokohama Rubber Company's Birthday,10/13,1917
YouTube's Birthday,02/14,2005
Yum! Brands's Birthday,11/08,1977
